time,aggregate,microwave
2014-07-31 06:00:48,421.0,50.0
2014-07-31 06:00:54,423.0,50.0
2014-07-31 06:01:00,423.0,50.0
2014-07-31 06:01:06,415.0,48.0
2014-07-31 06:01:12,411.0,50.0
2014-07-31 06:01:18,418.0,50.0
2014-07-31 06:01:24,417.0,50.0
2014-07-31 06:01:30,420.0,50.0
2014-07-31 06:01:36,418.0,50.0
2014-07-31 06:01:42,418.0,50.0
2014-07-31 06:01:48,423.0,50.0
2014-07-31 06:01:54,426.0,50.0
2014-07-31 06:02:00,417.0,50.0
2014-07-31 06:02:06,428.0,50.0
2014-07-31 06:02:12,417.0,50.0
2014-07-31 06:02:18,425.0,50.0
2014-07-31 06:02:24,418.0,50.0
2014-07-31 06:02:30,423.0,50.0
2014-07-31 06:02:36,422.0,50.0
2014-07-31 06:02:42,411.0,50.0
2014-07-31 06:02:48,416.0,48.0
2014-07-31 06:02:54,423.0,50.0
2014-07-31 06:03:00,419.0,50.0
2014-07-31 06:03:06,425.0,50.0
2014-07-31 06:03:12,413.0,50.0
2014-07-31 06:03:18,419.0,50.0
2014-07-31 06:03:24,413.0,50.0
2014-07-31 06:03:30,419.0,50.0
2014-07-31 06:03:36,420.0,50.0
2014-07-31 06:03:42,421.0,50.0
2014-07-31 06:03:48,420.0,50.0
2014-07-31 06:03:54,417.0,50.0
2014-07-31 06:04:00,412.0,50.0
2014-07-31 06:04:06,413.0,48.0
2014-07-31 06:04:12,420.0,50.0
2014-07-31 06:04:18,409.0,48.0
2014-07-31 06:04:24,417.0,50.0
2014-07-31 06:04:30,421.0,48.0
2014-07-31 06:04:36,419.0,50.0
2014-07-31 06:04:42,414.0,50.0
2014-07-31 06:04:48,413.0,50.0
2014-07-31 06:04:54,413.0,48.0
2014-07-31 06:05:00,420.0,48.0
2014-07-31 06:05:06,418.0,50.0
2014-07-31 06:05:12,419.0,50.0
2014-07-31 06:05:18,414.0,50.0
2014-07-31 06:05:24,442.0,48.0
2014-07-31 06:05:30,448.0,50.0
2014-07-31 06:05:36,448.0,50.0
2014-07-31 06:05:42,417.0,50.0
2014-07-31 06:05:48,417.0,50.0
2014-07-31 06:05:54,417.0,50.0
2014-07-31 06:06:00,419.0,50.0
2014-07-31 06:06:06,422.0,50.0
2014-07-31 06:06:12,422.0,48.0
2014-07-31 06:06:18,418.0,50.0
2014-07-31 06:06:24,419.0,50.0
2014-07-31 06:06:30,414.0,50.0
2014-07-31 06:06:36,420.0,50.0
2014-07-31 06:06:42,418.0,50.0
2014-07-31 06:06:48,422.0,50.0
2014-07-31 06:06:54,420.0,50.0
2014-07-31 06:07:00,427.0,50.0
2014-07-31 06:07:06,429.0,50.0
2014-07-31 06:07:12,430.0,50.0
2014-07-31 06:07:18,432.0,50.0
2014-07-31 06:07:24,433.0,50.0
2014-07-31 06:07:30,430.0,48.0
2014-07-31 06:07:36,428.0,50.0
2014-07-31 06:07:42,436.0,50.0
2014-07-31 06:07:48,415.0,50.0
2014-07-31 06:07:54,414.0,50.0
2014-07-31 06:08:00,417.0,48.0
2014-07-31 06:08:06,418.0,50.0
2014-07-31 06:08:12,417.0,50.0
2014-07-31 06:08:18,410.0,50.0
2014-07-31 06:08:24,417.0,50.0
2014-07-31 06:08:30,416.0,50.0
2014-07-31 06:08:36,418.0,50.0
2014-07-31 06:08:42,417.0,50.0
2014-07-31 06:08:48,417.0,48.0
2014-07-31 06:08:54,417.0,48.0
2014-07-31 06:09:00,419.0,48.0
2014-07-31 06:09:06,415.0,50.0
2014-07-31 06:09:12,419.0,48.0
2014-07-31 06:09:18,416.0,48.0
2014-07-31 06:09:24,419.0,48.0
2014-07-31 06:09:30,413.0,48.0
2014-07-31 06:12:00,492.0,50.0
2014-07-31 06:12:06,492.0,48.0
2014-07-31 06:12:12,484.0,50.0
2014-07-31 06:12:18,479.0,50.0
2014-07-31 06:12:24,492.0,48.0
2014-07-31 06:12:30,483.0,48.0
2014-07-31 06:12:36,483.0,50.0
2014-07-31 06:12:42,483.0,50.0
2014-07-31 06:12:48,483.0,50.0
2014-07-31 06:12:54,478.0,50.0
2014-07-31 06:13:00,478.0,48.0
2014-07-31 06:13:06,478.0,48.0
2014-07-31 06:13:12,479.0,50.0
2014-07-31 06:13:18,479.0,48.0
2014-07-31 06:13:24,475.5,48.0
2014-07-31 06:13:30,475.5,50.0
2014-07-31 06:13:36,481.0,50.0
2014-07-31 06:13:42,481.0,50.0
2014-07-31 06:13:48,475.0,48.0
2014-07-31 06:13:54,481.0,48.0
2014-07-31 06:14:00,474.0,48.0
2014-07-31 06:14:06,473.0,48.0
2014-07-31 06:14:12,480.0,48.0
2014-07-31 06:14:18,469.0,48.0
2014-07-31 06:14:24,472.0,48.0
2014-07-31 06:14:30,477.0,48.0
2014-07-31 06:14:36,480.0,48.0
2014-07-31 06:14:42,474.0,50.0
2014-07-31 06:14:48,471.0,50.0
2014-07-31 06:14:54,475.0,48.0
2014-07-31 06:15:00,475.0,48.0
2014-07-31 06:15:06,468.0,48.0
2014-07-31 06:15:12,467.0,50.0
2014-07-31 06:15:18,471.0,50.0
2014-07-31 06:15:24,469.0,48.0
2014-07-31 06:15:30,470.0,50.0
2014-07-31 06:15:36,482.0,48.0
2014-07-31 06:15:42,478.0,48.0
2014-07-31 06:15:48,470.0,48.0
2014-07-31 06:15:54,472.0,50.0
2014-07-31 06:16:00,454.0,50.0
2014-07-31 06:16:06,471.0,50.0
2014-07-31 06:16:12,463.0,50.0
2014-07-31 06:16:18,472.0,50.0
2014-07-31 06:16:24,469.0,50.0
2014-07-31 06:16:30,466.0,50.0
2014-07-31 06:16:36,466.0,50.0
2014-07-31 06:16:42,469.0,48.0
2014-07-31 06:16:48,474.0,50.0
2014-07-31 06:16:54,462.0,50.0
2014-07-31 06:17:00,472.0,48.0
2014-07-31 06:17:06,450.0,48.0
2014-07-31 06:17:12,454.0,48.0
2014-07-31 06:17:18,466.0,50.0
2014-07-31 06:17:24,459.0,50.0
2014-07-31 06:17:30,451.0,50.0
2014-07-31 06:17:36,466.0,48.0
2014-07-31 06:17:42,462.0,50.0
2014-07-31 06:17:48,471.0,50.0
2014-07-31 06:17:54,470.0,50.0
2014-07-31 06:18:00,467.0,50.0
2014-07-31 06:18:06,471.0,50.0
2014-07-31 06:18:12,465.0,50.0
2014-07-31 06:18:18,477.0,48.0
2014-07-31 06:18:24,468.0,50.0
2014-07-31 06:18:30,463.0,50.0
2014-07-31 06:18:36,466.0,50.0
2014-07-31 06:18:42,469.0,48.0
2014-07-31 06:18:48,459.0,50.0
2014-07-31 06:18:54,458.0,48.0
2014-07-31 06:19:00,460.0,48.0
2014-07-31 06:19:06,465.0,48.0
2014-07-31 06:19:12,473.0,48.0
2014-07-31 06:19:18,469.0,50.0
2014-07-31 06:19:24,473.0,48.0
2014-07-31 06:19:30,470.0,48.0
2014-07-31 06:19:36,469.0,48.0
2014-07-31 06:19:42,474.0,50.0
2014-07-31 06:19:48,474.0,48.0
2014-07-31 06:19:54,474.0,48.0
2014-07-31 06:20:00,480.0,50.0
2014-07-31 06:20:06,486.0,50.0
2014-07-31 06:20:12,482.0,50.0
2014-07-31 06:20:18,472.0,50.0
2014-07-31 06:20:24,473.0,50.0
2014-07-31 06:20:30,479.0,50.0
2014-07-31 06:20:36,472.0,48.0
2014-07-31 06:20:42,471.0,50.0
2014-07-31 06:20:48,472.0,48.0
2014-07-31 06:20:54,472.0,48.0
2014-07-31 06:21:00,476.0,50.0
2014-07-31 06:21:06,476.0,48.0
2014-07-31 06:21:12,476.0,48.0
2014-07-31 06:21:24,478.0,48.0
2014-07-31 06:21:30,478.0,48.0
2014-07-31 06:21:36,471.0,48.0
2014-07-31 06:21:42,468.0,48.0
2014-07-31 06:21:48,467.0,50.0
2014-07-31 06:21:54,497.0,50.0
2014-07-31 06:22:00,468.0,50.0
2014-07-31 06:22:06,461.0,50.0
2014-07-31 06:22:12,470.0,48.0
2014-07-31 06:22:18,472.0,48.0
2014-07-31 06:22:24,472.0,48.0
2014-07-31 06:22:30,464.0,50.0
2014-07-31 06:22:36,468.0,48.0
2014-07-31 06:22:48,458.0,50.0
2014-07-31 06:22:54,458.0,48.0
2014-07-31 06:23:06,469.0,48.0
2014-07-31 06:23:12,469.0,48.0
2014-07-31 06:23:24,474.0,48.0
2014-07-31 06:23:30,474.0,50.0
2014-07-31 06:23:36,466.0,48.0
2014-07-31 06:23:42,466.0,48.0
2014-07-31 06:23:48,468.0,48.0
2014-07-31 06:23:54,464.0,48.0
2014-07-31 06:24:00,456.0,48.0
2014-07-31 06:24:06,460.0,48.0
2014-07-31 06:24:12,471.0,50.0
2014-07-31 06:24:18,471.0,50.0
2014-07-31 06:24:24,461.0,48.0
2014-07-31 06:24:30,465.0,50.0
2014-07-31 06:24:36,470.0,50.0
2014-07-31 06:24:42,451.0,50.0
2014-07-31 06:24:48,449.0,50.0
2014-07-31 06:24:54,457.0,50.0
2014-07-31 06:25:00,473.0,48.0
2014-07-31 06:25:06,462.0,48.0
2014-07-31 06:25:12,462.0,50.0
2014-07-31 06:25:18,465.0,50.0
2014-07-31 06:25:24,458.0,48.0
2014-07-31 06:25:30,459.0,50.0
2014-07-31 06:25:36,469.0,50.0
2014-07-31 06:25:42,463.0,50.0
2014-07-31 06:25:48,466.0,50.0
2014-07-31 06:25:54,457.0,50.0
2014-07-31 06:26:00,463.0,50.0
2014-07-31 06:26:06,463.0,50.0
2014-07-31 06:26:12,460.0,50.0
2014-07-31 06:26:18,463.0,50.0
2014-07-31 06:26:24,459.0,50.0
2014-07-31 06:26:30,454.0,50.0
2014-07-31 06:26:36,465.0,50.0
2014-07-31 06:26:42,462.0,50.0
2014-07-31 06:26:48,465.0,50.0
2014-07-31 06:26:54,462.0,48.0
2014-07-31 06:27:00,474.0,50.0
2014-07-31 06:27:06,471.0,50.0
2014-07-31 06:27:12,460.0,50.0
2014-07-31 06:27:18,464.0,50.0
2014-07-31 06:27:24,467.0,50.0
2014-07-31 06:27:30,464.0,50.0
2014-07-31 06:27:36,464.0,50.0
2014-07-31 06:27:42,455.0,50.0
2014-07-31 06:27:48,467.0,50.0
2014-07-31 06:27:54,454.0,48.0
2014-07-31 06:28:00,448.0,50.0
2014-07-31 06:28:06,454.0,50.0
2014-07-31 06:28:12,459.0,48.0
2014-07-31 06:28:18,460.0,50.0
2014-07-31 06:28:24,460.0,48.0
2014-07-31 06:28:30,472.0,50.0
2014-07-31 06:28:36,472.0,50.0
2014-07-31 06:28:42,464.0,50.0
2014-07-31 06:28:48,473.0,50.0
2014-07-31 06:28:54,469.0,50.0
2014-07-31 06:29:00,470.0,50.0
2014-07-31 06:29:06,455.0,50.0
2014-07-31 06:29:12,455.0,50.0
2014-07-31 06:29:18,461.0,48.0
2014-07-31 06:29:24,474.0,50.0
2014-07-31 06:29:30,458.0,48.0
2014-07-31 06:29:36,471.0,50.0
2014-07-31 06:29:42,469.0,50.0
2014-07-31 06:29:48,455.0,48.0
2014-07-31 06:29:54,461.0,50.0
2014-07-31 06:30:00,470.0,48.0
2014-07-31 06:30:06,465.0,48.0
2014-07-31 06:30:12,456.0,50.0
2014-07-31 06:30:18,451.0,50.0
2014-07-31 06:30:24,473.0,48.0
2014-07-31 06:30:30,457.0,50.0
2014-07-31 06:30:36,468.0,50.0
2014-07-31 06:30:42,467.0,50.0
2014-07-31 06:30:48,466.0,50.0
2014-07-31 06:30:54,461.0,50.0
2014-07-31 06:31:00,460.0,48.0
2014-07-31 06:31:06,472.0,50.0
2014-07-31 06:31:12,465.0,50.0
2014-07-31 06:31:18,458.0,48.0
2014-07-31 06:31:24,464.0,50.0
2014-07-31 06:31:30,461.0,48.0
2014-07-31 06:31:36,468.0,50.0
2014-07-31 06:31:42,469.0,50.0
2014-07-31 06:31:48,474.0,48.0
2014-07-31 06:31:54,460.0,50.0
2014-07-31 06:32:00,456.0,50.0
2014-07-31 06:32:06,465.0,50.0
2014-07-31 06:32:12,467.0,50.0
2014-07-31 06:32:18,471.0,50.0
2014-07-31 06:32:24,468.0,48.0
2014-07-31 06:32:30,461.0,50.0
2014-07-31 06:32:36,465.0,50.0
2014-07-31 06:32:42,467.0,50.0
2014-07-31 06:32:48,468.0,50.0
2014-07-31 06:32:54,465.0,50.0
2014-07-31 06:33:00,475.0,48.0
2014-07-31 06:33:06,476.0,50.0
2014-07-31 06:33:12,470.0,50.0
2014-07-31 06:33:18,469.0,48.0
2014-07-31 06:33:24,465.0,48.0
2014-07-31 06:33:30,457.0,48.0
2014-07-31 06:33:36,430.0,48.0
2014-07-31 06:33:42,433.0,50.0
2014-07-31 06:33:48,427.0,50.0
2014-07-31 06:33:54,424.0,50.0
2014-07-31 06:34:00,426.0,50.0
2014-07-31 06:34:06,421.0,50.0
2014-07-31 06:34:12,427.0,48.0
2014-07-31 06:34:18,426.0,50.0
2014-07-31 06:34:24,431.0,50.0
2014-07-31 06:34:30,422.0,50.0
2014-07-31 06:34:36,419.0,48.0
2014-07-31 06:34:42,422.0,48.0
2014-07-31 06:34:48,425.0,50.0
2014-07-31 06:34:54,427.0,50.0
2014-07-31 06:35:00,417.0,50.0
2014-07-31 06:35:06,422.0,48.0
2014-07-31 06:35:12,415.0,50.0
2014-07-31 06:35:30,445.0,50.0
2014-07-31 06:35:36,445.0,48.0
2014-07-31 06:35:42,418.0,50.0
2014-07-31 06:35:48,418.0,50.0
2014-07-31 06:35:54,415.0,50.0
2014-07-31 06:36:00,421.0,50.0
2014-07-31 06:36:06,421.0,50.0
2014-07-31 06:36:12,421.0,50.0
2014-07-31 06:36:18,421.0,50.0
2014-07-31 06:36:24,425.0,50.0
2014-07-31 06:36:30,420.0,50.0
2014-07-31 06:36:36,423.0,50.0
2014-07-31 06:36:42,423.0,50.0
2014-07-31 06:36:48,422.0,50.0
2014-07-31 06:36:54,417.0,48.0
2014-07-31 06:37:00,427.0,48.0
2014-07-31 06:37:06,422.0,50.0
2014-07-31 06:37:12,422.0,50.0
2014-07-31 06:37:18,420.0,48.0
2014-07-31 06:37:24,416.0,48.0
2014-07-31 06:37:30,423.0,50.0
2014-07-31 06:37:36,420.0,48.0
2014-07-31 06:37:42,419.0,50.0
2014-07-31 06:37:48,423.0,50.0
2014-07-31 06:37:54,423.0,50.0
2014-07-31 06:38:00,420.0,50.0
2014-07-31 06:38:06,422.0,50.0
2014-07-31 06:38:12,420.0,50.0
2014-07-31 06:38:18,420.0,48.0
2014-07-31 06:38:24,414.0,50.0
2014-07-31 06:38:30,418.0,50.0
2014-07-31 06:38:36,420.0,48.0
2014-07-31 06:38:42,416.0,50.0
2014-07-31 06:38:48,417.0,48.0
2014-07-31 06:38:54,427.0,48.0
2014-07-31 06:39:00,419.0,48.0
2014-07-31 06:39:06,416.0,48.0
2014-07-31 06:39:12,420.0,50.0
2014-07-31 06:39:18,417.0,48.0
2014-07-31 06:39:24,418.0,50.0
2014-07-31 06:39:30,422.0,48.0
2014-07-31 06:39:36,427.0,50.0
2014-07-31 06:39:42,416.0,48.0
2014-07-31 06:39:48,420.0,48.0
2014-07-31 06:39:54,417.0,48.0
2014-07-31 06:40:00,426.0,50.0
2014-07-31 06:40:06,420.0,48.0
2014-07-31 06:40:12,420.0,48.0
2014-07-31 06:40:18,415.0,48.0
2014-07-31 06:40:24,418.0,48.0
2014-07-31 06:40:30,416.0,50.0
2014-07-31 06:40:36,426.0,50.0
2014-07-31 06:40:42,415.0,48.0
2014-07-31 06:40:48,417.0,48.0
2014-07-31 06:40:54,422.0,50.0
2014-07-31 06:41:00,419.0,50.0
2014-07-31 06:41:06,414.0,48.0
2014-07-31 06:41:12,413.0,50.0
2014-07-31 06:41:18,414.0,50.0
2014-07-31 06:41:24,410.0,50.0
2014-07-31 06:41:30,423.0,48.0
2014-07-31 06:41:36,425.0,50.0
2014-07-31 06:41:42,427.0,48.0
2014-07-31 06:41:48,423.0,48.0
2014-07-31 06:41:54,418.0,50.0
2014-07-31 06:42:00,415.0,50.0
2014-07-31 06:42:06,429.0,48.0
2014-07-31 06:42:12,412.0,48.0
2014-07-31 06:42:18,420.0,50.0
2014-07-31 06:42:24,422.0,50.0
2014-07-31 06:42:30,417.0,50.0
2014-07-31 06:42:36,426.0,48.0
2014-07-31 06:42:42,419.0,50.0
2014-07-31 06:42:48,412.0,48.0
2014-07-31 06:42:54,413.0,50.0
2014-07-31 06:43:00,416.0,50.0
2014-07-31 06:43:06,417.0,48.0
2014-07-31 06:43:12,417.0,50.0
2014-07-31 06:43:18,417.0,48.0
2014-07-31 06:43:24,414.0,48.0
2014-07-31 06:43:30,412.0,50.0
2014-07-31 06:43:36,414.0,50.0
2014-07-31 06:43:42,412.0,50.0
2014-07-31 06:43:48,420.0,48.0
2014-07-31 06:43:54,416.0,48.0
2014-07-31 06:44:00,425.0,48.0
2014-07-31 06:44:06,419.0,50.0
2014-07-31 06:44:12,419.0,48.0
2014-07-31 06:44:18,420.0,50.0
2014-07-31 06:44:24,415.0,48.0
2014-07-31 06:44:30,422.0,50.0
2014-07-31 06:44:36,422.0,48.0
2014-07-31 06:44:42,427.0,50.0
2014-07-31 06:44:48,420.0,48.0
2014-07-31 06:44:54,423.0,50.0
2014-07-31 06:45:00,416.0,48.0
2014-07-31 06:45:06,414.0,50.0
2014-07-31 06:45:12,419.0,48.0
2014-07-31 06:45:18,419.0,50.0
2014-07-31 06:45:24,418.0,50.0
2014-07-31 06:45:30,417.0,48.0
2014-07-31 06:45:36,418.0,50.0
2014-07-31 06:45:42,424.0,50.0
2014-07-31 06:45:48,417.0,50.0
2014-07-31 06:45:54,419.0,50.0
2014-07-31 06:46:00,426.0,48.0
2014-07-31 06:46:06,425.0,50.0
2014-07-31 06:46:12,420.0,48.0
2014-07-31 06:46:18,425.0,48.0
2014-07-31 06:46:24,426.0,50.0
2014-07-31 06:46:30,426.0,48.0
2014-07-31 06:46:36,430.0,48.0
2014-07-31 06:46:42,424.0,48.0
2014-07-31 06:46:48,419.0,50.0
2014-07-31 06:46:54,429.0,48.0
2014-07-31 06:47:00,427.0,50.0
2014-07-31 06:47:06,422.0,50.0
2014-07-31 06:47:12,417.0,48.0
2014-07-31 06:47:18,427.0,48.0
2014-07-31 06:47:24,425.0,48.0
2014-07-31 06:47:30,425.0,50.0
2014-07-31 06:47:36,431.0,48.0
2014-07-31 06:47:42,428.0,48.0
2014-07-31 06:47:48,415.0,48.0
2014-07-31 06:47:54,425.0,48.0
2014-07-31 06:48:00,427.0,48.0
2014-07-31 06:48:06,420.0,48.0
2014-07-31 06:48:12,426.0,50.0
2014-07-31 06:48:18,424.0,50.0
2014-07-31 06:48:24,424.0,48.0
2014-07-31 06:48:30,426.0,50.0
2014-07-31 06:48:36,432.0,48.0
2014-07-31 06:48:42,424.0,50.0
2014-07-31 06:48:48,421.0,48.0
2014-07-31 06:48:54,424.0,48.0
2014-07-31 06:49:00,421.0,50.0
2014-07-31 06:49:06,426.0,50.0
2014-07-31 06:49:12,426.0,48.0
2014-07-31 06:49:18,419.0,48.0
2014-07-31 06:49:24,417.0,50.0
2014-07-31 06:49:30,427.0,48.0
2014-07-31 06:49:36,426.0,50.0
2014-07-31 06:49:42,422.0,48.0
2014-07-31 06:49:48,423.0,48.0
2014-07-31 06:49:54,417.0,48.0
2014-07-31 06:50:00,431.0,48.0
2014-07-31 06:50:06,426.0,48.0
2014-07-31 06:50:12,424.0,48.0
2014-07-31 06:50:18,424.0,48.0
2014-07-31 06:50:24,427.0,48.0
2014-07-31 06:50:30,427.0,50.0
2014-07-31 06:50:42,425.0,50.0
2014-07-31 06:50:48,425.0,48.0
2014-07-31 06:50:54,427.0,48.0
2014-07-31 06:51:00,425.0,48.0
2014-07-31 06:51:06,420.0,48.0
2014-07-31 06:51:12,423.0,50.0
2014-07-31 06:51:18,423.0,48.0
2014-07-31 06:51:24,417.0,48.0
2014-07-31 06:51:30,433.0,48.0
2014-07-31 06:51:36,429.0,48.0
2014-07-31 06:51:42,418.0,48.0
2014-07-31 06:51:48,425.0,48.0
2014-07-31 06:51:54,424.0,48.0
2014-07-31 06:52:00,418.0,48.0
2014-07-31 06:52:06,424.0,48.0
2014-07-31 06:52:12,425.0,48.0
2014-07-31 06:52:18,424.0,48.0
2014-07-31 06:52:24,428.0,48.0
2014-07-31 06:52:30,420.0,48.0
2014-07-31 06:52:36,424.0,48.0
2014-07-31 06:52:42,418.0,48.0
2014-07-31 06:52:48,422.0,50.0
2014-07-31 06:52:54,429.0,48.0
2014-07-31 06:53:00,421.0,48.0
2014-07-31 06:53:06,427.0,48.0
2014-07-31 06:53:12,424.0,48.0
2014-07-31 06:53:18,426.0,48.0
2014-07-31 06:53:24,426.0,48.0
2014-07-31 06:53:30,427.0,48.0
2014-07-31 06:53:36,429.0,48.0
2014-07-31 06:53:42,415.0,48.0
2014-07-31 06:53:48,421.0,50.0
2014-07-31 06:53:54,423.0,50.0
2014-07-31 06:54:00,417.0,50.0
2014-07-31 06:54:06,417.0,50.0
2014-07-31 06:54:12,420.0,48.0
2014-07-31 06:54:18,423.0,48.0
2014-07-31 06:54:24,428.0,48.0
2014-07-31 06:54:30,424.0,50.0
2014-07-31 06:54:42,419.0,48.0
2014-07-31 06:54:48,419.0,50.0
2014-07-31 06:54:54,420.0,48.0
2014-07-31 06:55:00,418.0,50.0
2014-07-31 06:55:06,417.0,48.0
2014-07-31 06:55:12,417.0,50.0
2014-07-31 06:55:18,426.0,48.0
2014-07-31 06:55:24,424.0,48.0
2014-07-31 06:55:30,425.0,48.0
2014-07-31 06:55:36,429.0,48.0
2014-07-31 06:55:42,418.0,50.0
2014-07-31 06:55:48,417.0,50.0
2014-07-31 06:55:54,424.0,50.0
2014-07-31 06:56:00,425.0,50.0
2014-07-31 06:56:06,416.0,48.0
2014-07-31 06:56:12,424.0,48.0
2014-07-31 06:56:18,417.0,48.0
2014-07-31 06:56:24,426.0,50.0
2014-07-31 06:56:30,417.0,50.0
2014-07-31 06:56:36,426.0,50.0
2014-07-31 06:56:42,420.0,48.0
2014-07-31 06:56:48,419.0,50.0
2014-07-31 06:56:54,419.0,50.0
2014-07-31 06:57:00,429.0,50.0
2014-07-31 06:57:06,421.0,48.0
2014-07-31 06:57:12,427.0,48.0
2014-07-31 06:57:18,422.0,48.0
2014-07-31 06:57:24,422.0,50.0
2014-07-31 06:57:30,428.0,50.0
2014-07-31 06:57:36,435.0,48.0
2014-07-31 06:57:42,424.0,48.0
2014-07-31 06:57:48,419.0,48.0
2014-07-31 06:57:54,424.0,48.0
2014-07-31 06:58:00,417.0,48.0
2014-07-31 06:58:06,427.0,50.0
2014-07-31 06:58:12,419.0,48.0
2014-07-31 06:58:18,425.0,48.0
2014-07-31 06:58:24,424.0,48.0
2014-07-31 06:58:30,423.0,50.0
2014-07-31 06:58:36,422.0,50.0
2014-07-31 06:58:42,427.0,50.0
2014-07-31 06:58:48,428.0,50.0
2014-07-31 06:58:54,424.0,50.0
2014-07-31 06:59:00,416.0,50.0
2014-07-31 06:59:06,429.0,48.0
2014-07-31 06:59:12,422.0,48.0
2014-07-31 06:59:18,422.0,48.0
2014-07-31 06:59:24,419.0,48.0
2014-07-31 06:59:30,414.0,50.0
2014-07-31 06:59:36,425.0,50.0
2014-07-31 06:59:42,426.0,50.0
2014-07-31 06:59:48,422.0,48.0
2014-07-31 06:59:54,423.0,48.0
2014-07-31 07:00:00,440.0,48.0
2014-07-31 07:00:06,419.0,48.0
2014-07-31 07:00:12,423.0,50.0
2014-07-31 07:00:18,424.0,48.0
2014-07-31 07:00:24,424.0,48.0
2014-07-31 07:00:30,423.0,48.0
2014-07-31 07:00:36,425.0,48.0
2014-07-31 07:00:42,430.0,50.0
2014-07-31 07:00:48,431.0,48.0
2014-07-31 07:00:54,424.0,48.0
2014-07-31 07:01:00,414.0,48.0
2014-07-31 07:01:06,419.0,50.0
2014-07-31 07:01:12,414.0,50.0
2014-07-31 07:01:18,421.0,48.0
2014-07-31 07:01:24,429.0,48.0
2014-07-31 07:01:30,426.0,48.0
2014-07-31 07:01:36,427.0,50.0
2014-07-31 07:01:42,424.0,48.0
2014-07-31 07:01:48,423.0,48.0
2014-07-31 07:01:54,420.0,48.0
2014-07-31 07:02:00,423.0,48.0
2014-07-31 07:02:06,432.0,48.0
2014-07-31 07:02:12,422.0,48.0
2014-07-31 07:02:18,427.0,48.0
2014-07-31 07:02:24,422.0,48.0
2014-07-31 07:02:30,428.0,48.0
2014-07-31 07:02:36,427.0,48.0
2014-07-31 07:02:42,424.0,48.0
2014-07-31 07:02:48,426.0,48.0
2014-07-31 07:02:54,418.0,48.0
2014-07-31 07:03:00,424.0,48.0
2014-07-31 07:03:06,426.0,48.0
2014-07-31 07:03:12,429.0,48.0
2014-07-31 07:03:18,434.0,48.0
2014-07-31 07:03:24,428.0,48.0
2014-07-31 07:03:30,422.0,48.0
2014-07-31 07:03:36,434.0,48.0
2014-07-31 07:03:42,430.0,48.0
2014-07-31 07:03:48,427.0,48.0
2014-07-31 07:03:54,431.0,48.0
2014-07-31 07:04:00,427.0,48.0
2014-07-31 07:04:18,434.0,48.0
2014-07-31 07:04:24,434.0,48.0
2014-07-31 07:04:30,431.0,48.0
2014-07-31 07:04:36,441.0,48.0
2014-07-31 07:04:42,441.0,48.0
2014-07-31 07:04:48,416.0,48.0
2014-07-31 07:04:54,434.0,48.0
2014-07-31 07:05:00,427.0,48.0
2014-07-31 07:05:06,427.0,48.0
2014-07-31 07:05:12,411.0,48.0
2014-07-31 07:05:18,428.0,48.0
2014-07-31 07:05:24,429.0,48.0
2014-07-31 07:05:30,435.0,50.0
2014-07-31 07:05:36,430.0,50.0
2014-07-31 07:05:54,425.0,48.0
2014-07-31 07:06:00,425.0,48.0
2014-07-31 07:06:06,433.0,48.0
2014-07-31 07:06:12,430.0,48.0
2014-07-31 07:06:18,424.0,48.0
2014-07-31 07:06:24,422.0,48.0
2014-07-31 07:06:30,431.0,48.0
2014-07-31 07:06:36,424.0,48.0
2014-07-31 07:06:42,424.0,48.0
2014-07-31 07:06:48,426.0,50.0
2014-07-31 07:06:54,420.0,48.0
2014-07-31 07:07:00,424.0,50.0
2014-07-31 07:07:06,432.0,48.0
2014-07-31 07:07:12,420.0,48.0
2014-07-31 07:07:18,416.0,48.0
2014-07-31 07:07:24,427.0,48.0
2014-07-31 07:07:30,627.0,48.0
2014-07-31 07:07:36,627.0,48.0
2014-07-31 07:07:42,630.0,48.0
2014-07-31 07:07:48,614.0,50.0
2014-07-31 07:07:54,614.0,48.0
2014-07-31 07:08:00,626.0,48.0
2014-07-31 07:08:06,626.0,48.0
2014-07-31 07:08:12,612.0,48.0
2014-07-31 07:08:18,613.0,48.0
2014-07-31 07:08:24,624.0,48.0
2014-07-31 07:08:30,624.0,48.0
2014-07-31 07:08:36,622.0,50.0
2014-07-31 07:08:42,628.0,48.0
2014-07-31 07:08:54,624.0,50.0
2014-07-31 07:09:00,624.0,48.0
2014-07-31 07:09:06,624.0,48.0
2014-07-31 07:09:12,618.0,48.0
2014-07-31 07:09:18,616.0,48.0
2014-07-31 07:09:30,625.0,48.0
2014-07-31 07:09:36,625.0,48.0
2014-07-31 07:09:42,619.0,48.0
2014-07-31 07:09:48,619.0,48.0
2014-07-31 07:09:54,619.0,50.0
2014-07-31 07:10:00,624.0,48.0
2014-07-31 07:10:06,618.0,50.0
2014-07-31 07:10:12,622.0,48.0
2014-07-31 07:10:18,621.0,50.0
2014-07-31 07:10:24,622.0,48.0
2014-07-31 07:10:30,624.0,48.0
2014-07-31 07:10:36,613.0,48.0
2014-07-31 07:10:42,624.0,48.0
2014-07-31 07:10:48,619.0,50.0
2014-07-31 07:10:54,613.0,48.0
2014-07-31 07:11:00,621.0,48.0
2014-07-31 07:11:06,617.0,50.0
